#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,id_board
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:05:12Z,101005.53,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:07:16Z,101002.41,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:09:20Z,101000.03,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:11:25Z,101000.33,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:13:29Z,101002.81,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:15:34Z,101010.82,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:17:38Z,101004.97,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:19:42Z,101009.2,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:21:47Z,101003.34,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:23:51Z,101001.77,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:25:55Z,101003.34,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:27:59Z,101003.62,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:30:04Z,101010.77,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:32:08Z,101014.54,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:34:12Z,101011.3,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:36:17Z,101009.2,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:38:21Z,101009.66,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:40:25Z,101009.42,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:42:29Z,101010.52,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:44:34Z,101009.9,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:46:38Z,101005.89,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:48:42Z,101009.09,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:50:47Z,101003.76,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:52:51Z,101007.17,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:54:55Z,101000.25,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:57:00Z,101004.78,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T01:59:04Z,100999.92,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:01:08Z,100998.34,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:03:12Z,100999.33,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:05:17Z,101000.95,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:07:21Z,101005.69,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:09:25Z,101003.31,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:11:30Z,101003.31,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:13:34Z,101002.75,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:15:38Z,101005.69,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:17:43Z,101006.14,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:19:47Z,101009.31,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:21:51Z,101014.95,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:23:56Z,101015.69,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:26:00Z,101013.53,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:28:04Z,101013.33,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:30:08Z,101012.78,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:32:13Z,101008.27,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:34:17Z,101010.93,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:36:21Z,101007.19,pressure,sensor_measurements,3750866944
,,4,1970-01-01T00:00:00Z,2026-06-20T07:46:02Z,2026-06-19T02:38:26Z,101012.97,pressure,sensor_measurements,3750866944
